age,workclass,educationyears,maritalstatus,occupation,relationship,race,sex,hoursperweek,incomeUSD
27,5,10,5,11,2,5,2,40,24230
43,3,14,3,11,2,5,2,38,34179
20,5,10,5,13,2,5,1,25,38982
42,5,12,5,11,5,5,1,40,103919
27,8,10,8,15,1,5,2,40,34678
42,5,9,5,4,1,3,2,40,129319
20,1,7,1,1,4,2,1,40,45962
24,5,5,5,8,2,5,2,40,33014
48,2,10,2,5,2,5,2,40,35598
17,1,7,1,1,4,5,1,20,28598
17,7,7,7,6,4,5,2,10,42385
33,5,13,5,5,1,5,2,40,51020
50,6,9,6,13,1,5,2,50,156116
22,5,9,5,13,4,5,1,40,44950
17,5,8,5,9,4,5,2,16,40341
32,5,10,5,2,1,5,2,40,31889
31,5,9,5,4,2,5,2,45,29898
58,7,9,7,5,2,5,2,50,35942
29,3,9,3,12,4,5,2,48,49915
37,5,11,5,4,1,5,2,40,91463
34,7,9,7,4,1,5,2,40,98967
23,3,10,3,5,5,3,2,40,40269
18,8,7,8,2,4,5,1,5,44386
34,5,9,5,5,2,5,1,40,43357
66,1,4,1,1,2,5,2,4,38022
45,3,13,3,11,6,5,1,55,38860
41,5,14,5,5,2,5,2,35,35574
26,5,9,5,9,3,5,2,30,42430
54,3,10,3,6,1,5,2,40,20783
24,5,10,5,8,4,3,1,45,38203
42,5,10,5,11,1,5,2,50,25247
20,5,10,5,11,4,5,2,20,38913
23,8,13,8,14,2,5,1,20,22201
25,1,12,1,1,3,5,2,45,36461
35,5,14,5,11,2,5,2,60,153707
31,5,14,5,14,1,5,2,40,189999
30,5,13,5,11,4,5,1,40,44616
19,5,9,5,13,4,5,1,20,47086
36,3,13,3,11,2,5,2,50,20872
31,5,13,5,13,5,5,1,40,32584
21,5,10,5,7,4,5,2,30,20014
31,7,10,7,4,1,5,2,40,48337
46,5,16,5,11,5,5,1,65,152337
44,5,13,5,5,4,5,1,50,112136
40,5,8,5,9,1,3,2,40,31053
45,5,10,5,13,2,3,2,40,39284
60,5,9,5,4,1,5,2,35,34563
18,5,7,5,9,3,5,2,25,44143
28,5,13,5,11,1,5,2,40,47892
36,5,10,5,2,5,3,1,40,22223
36,5,13,5,11,2,5,2,40,34873
40,5,11,5,14,1,5,2,40,34037
36,3,13,3,2,5,5,1,35,45094
31,5,9,5,9,5,3,1,40,47886
33,5,9,5,8,1,5,2,40,31929
19,8,9,8,14,4,5,1,40,26651
22,5,10,5,13,4,5,1,15,40103
34,5,13,5,5,1,5,2,45,164717
33,5,9,5,9,2,5,2,40,37251
41,5,9,5,4,1,5,2,60,30715
29,5,13,5,11,2,5,2,40,46736
50,3,9,3,5,1,5,2,42,92006
42,5,13,5,5,1,5,2,45,165460
43,5,13,5,11,2,5,2,40,109376
44,5,9,5,13,6,5,1,40,48133
20,5,10,5,9,2,5,1,20,35837
31,5,9,5,9,1,5,2,40,32972
65,7,7,7,5,1,5,2,59,145175
23,5,10,5,9,2,5,1,24,23513
55,5,10,5,2,2,2,1,40,42562
26,5,11,5,2,1,5,2,45,33242
25,5,11,5,9,4,5,1,15,20757
45,1,10,1,1,6,3,1,40,38393
35,5,10,5,4,1,5,2,40,46657
36,5,10,5,13,2,3,1,36,31140
43,8,13,8,11,1,5,2,50,26421
56,5,9,5,9,5,3,1,20,35997
42,5,13,5,14,1,5,2,40,123970
19,5,10,5,9,3,5,1,25,32265
55,7,9,7,15,1,5,2,72,48151
42,5,14,5,5,2,5,1,50,94621
26,5,11,5,14,4,5,2,40,32484
17,5,8,5,7,4,5,2,20,44602
42,3,13,3,11,6,5,1,40,105585
55,5,9,5,15,1,5,2,40,119675
32,5,10,5,2,4,3,1,40,31369
29,5,7,5,4,4,3,2,40,39472
46,8,13,8,11,1,5,2,37,24972
29,8,13,8,5,1,5,2,40,80987
22,5,13,5,11,5,5,2,20,26229
58,7,6,7,4,1,5,2,40,35990
23,5,9,5,15,5,5,2,50,42707
39,5,9,5,7,2,5,2,40,42536
27,5,11,5,4,4,5,2,38,41972
54,5,9,5,15,1,5,2,40,96488
33,3,13,3,11,2,5,1,45,38869
46,2,9,2,2,6,5,1,40,107268
37,5,9,5,6,2,3,2,40,38213
36,5,9,5,9,2,5,1,18,44405
59,3,9,3,2,6,5,1,38,81995
34,3,9,3,12,5,5,2,40,40830
53,6,16,6,5,1,5,2,70,182008
51,5,13,5,13,2,5,2,55,145153
32,5,6,5,9,5,5,1,42,34086
31,8,10,8,9,3,5,2,40,24568
22,5,10,5,13,6,5,1,30,41844
47,7,13,7,13,2,5,1,50,24218
32,5,9,5,8,2,5,2,40,25448
26,5,10,5,6,2,5,1,38,30645
37,5,3,5,6,2,5,2,32,23787
31,5,9,5,4,5,5,2,55,43075
37,5,11,5,14,6,5,1,24,153544
55,5,9,5,13,2,5,2,38,46291
23,3,11,3,14,2,5,2,56,33048
36,5,10,5,2,5,5,1,40,24150
34,5,14,5,11,1,5,2,40,31491
43,5,13,5,13,1,5,2,50,105992
54,5,10,5,14,2,5,2,40,35029
43,8,10,8,4,1,5,2,40,42660
28,5,11,5,8,2,5,1,42,33480
40,5,11,5,5,1,5,2,50,86402
41,7,10,7,5,1,5,2,60,38924
40,5,13,5,13,2,4,1,55,187184
42,5,10,5,2,2,3,1,38,32322
61,7,9,7,6,1,5,2,50,38960
18,5,8,5,8,4,5,2,30,23494
59,1,9,1,1,1,5,2,16,46348
21,1,9,1,1,2,5,1,40,35155
48,5,11,5,14,1,5,2,50,148258
41,6,13,6,14,1,5,2,40,33273
18,1,10,1,1,4,5,2,33,31079
23,5,9,5,13,2,5,1,40,26878
60,5,9,5,15,1,5,2,60,82231
22,5,10,5,9,3,3,2,20,44791
61,5,9,5,8,1,5,2,40,28478
25,5,9,5,8,2,3,2,40,30780
46,5,14,5,14,2,5,2,35,173925
43,5,13,5,5,1,5,2,40,171665
43,5,12,5,4,2,5,2,40,44389
24,5,9,5,9,4,3,2,30,32452
68,7,7,7,6,5,5,2,20,34756
31,5,9,5,2,5,5,1,38,24657
17,5,7,5,13,4,5,1,20,38483
32,5,9,5,4,1,5,2,48,77425
50,1,14,1,1,3,5,2,40,25718
33,5,13,5,11,1,5,2,47,101695
64,5,13,5,11,1,5,2,40,126762
20,5,9,5,15,4,5,2,30,33347
30,5,9,5,9,4,5,1,36,44220
22,1,10,1,1,4,3,2,40,48233
43,5,10,5,5,2,5,2,45,34372
22,5,10,5,2,4,5,2,40,43842
17,5,6,5,6,4,5,2,20,48922
47,7,9,7,9,6,5,1,75,20850
41,5,11,5,11,2,5,1,60,36908
56,5,10,5,4,1,5,2,50,88310
64,5,9,5,15,1,5,2,45,26632
47,5,9,5,15,1,5,2,50,161707
48,5,11,5,2,5,5,2,40,29906
31,5,14,5,11,2,5,1,46,24126
29,5,11,5,14,4,5,2,40,21676
30,5,9,5,2,2,5,1,40,26812
32,5,9,5,5,1,5,2,60,39393
57,5,9,5,15,5,5,2,42,189137
62,5,9,5,9,2,5,1,40,25893
39,5,9,5,8,5,5,1,24,36560
43,5,10,5,2,2,5,2,25,25101
24,6,13,6,13,4,5,2,40,28809
42,1,7,1,1,1,5,2,15,31992
53,5,10,5,2,6,5,1,40,66048
26,5,10,5,7,4,5,2,40,26131
73,7,9,7,5,1,5,2,40,21449
72,1,7,1,1,2,5,1,24,48645
55,5,9,5,8,1,5,2,40,41778
25,5,9,5,2,2,5,2,40,36481
41,5,13,5,11,2,5,1,50,199843
24,5,13,5,5,2,5,2,50,24057
63,5,9,5,6,2,5,2,6,32553
17,5,7,5,13,4,5,2,20,32696
35,5,10,5,4,1,5,2,50,23828
51,5,10,5,11,1,5,2,40,100791
62,3,13,3,11,2,5,1,48,37403
55,5,9,5,4,1,5,2,40,75752
43,5,10,5,11,2,5,2,40,28587
40,3,9,3,9,2,5,1,50,40706
37,5,13,5,5,1,5,2,45,174229
39,5,13,5,4,1,5,2,40,32123
31,5,9,5,4,4,5,2,18,34456
61,5,14,5,11,2,5,1,40,98994
26,5,11,5,2,2,5,1,55,25627
46,7,9,7,13,1,5,2,50,36842
26,5,13,5,11,2,5,1,40,22464
48,8,16,8,11,4,5,2,50,134732
34,5,9,5,15,4,5,2,40,26982
34,3,9,3,2,4,5,1,40,46543
59,5,9,5,9,1,5,2,40,128641
34,5,13,5,11,4,5,1,40,48188
49,5,13,5,5,2,5,1,56,151293
18,5,7,5,2,4,5,1,20,49486
43,5,9,5,6,1,5,2,40,36854
48,5,7,5,5,1,5,2,50,31478
28,6,10,6,5,1,5,2,70,28910
33,5,9,5,8,1,5,2,40,41295
24,5,10,5,13,2,5,1,15,44896
21,5,6,5,7,2,5,2,40,30626
17,5,7,5,13,4,5,2,28,32925
39,5,10,5,6,1,5,2,50,133356
29,7,13,7,11,4,5,2,40,39080
44,5,13,5,5,1,5,2,40,68016
24,5,10,5,15,4,5,2,50,44905
71,7,14,7,13,1,5,2,40,122901
51,7,13,7,13,1,2,2,40,144496
55,5,3,5,9,5,3,2,25,27529
41,5,13,5,5,1,5,2,60,103548
23,5,9,5,7,5,3,1,7,20901
38,5,11,5,2,5,5,1,40,27939
39,5,9,5,15,1,5,2,40,60196
19,5,9,5,2,2,5,1,30,39564
49,5,5,5,8,2,5,1,40,30265
32,5,13,5,2,3,5,2,40,98389
27,5,9,5,4,1,5,2,70,29644
38,5,13,5,13,1,5,2,50,81802
33,5,10,5,4,6,5,1,60,43541
63,1,10,1,1,1,5,2,15,26544
23,5,13,5,5,4,5,2,28,38876
33,6,10,6,4,1,5,2,60,41318
54,7,9,7,13,1,3,2,40,28164
29,5,11,5,14,2,5,1,45,28046
48,1,10,1,1,5,3,1,30,24147
35,7,13,7,5,2,5,2,40,29323
28,5,11,5,2,6,2,1,40,29406
37,5,13,5,11,1,5,2,50,168903
42,7,15,7,6,1,5,2,65,120665
40,5,14,5,11,1,5,2,40,29622
47,5,10,5,13,4,5,2,55,48821
22,5,13,5,5,4,5,1,50,25946
30,5,13,5,5,1,5,2,45,60672
28,5,9,5,14,1,5,2,40,33968
63,3,4,3,9,1,5,2,55,35262
51,7,5,7,4,1,5,2,20,40358
22,5,9,5,7,4,5,1,40,39027
27,1,12,1,1,4,1,2,40,49886
35,5,9,5,13,2,5,2,45,39623
46,5,9,5,8,2,5,1,38,31765
37,5,10,5,8,2,5,2,52,48079
24,5,13,5,11,4,3,2,15,26576
37,7,9,7,7,4,5,2,10,34379
53,5,10,5,14,1,5,2,40,42081
27,5,9,5,13,2,5,2,30,36767
38,5,10,5,4,2,5,2,44,40074
53,7,6,7,6,1,5,2,60,48222
34,5,10,5,4,2,5,2,40,26872
23,5,9,5,13,4,3,2,40,26282
39,5,13,5,5,1,5,2,45,173161
43,5,14,5,11,6,2,1,50,25194
67,6,9,6,5,1,2,2,40,106422
81,7,9,7,5,1,5,2,30,45400
21,5,10,5,9,4,5,2,20,48081
23,5,10,5,13,2,5,2,25,36631
25,5,10,5,15,5,5,2,40,43937
42,5,3,5,8,6,5,1,38,21455
38,5,10,5,2,6,3,1,40,30460
64,1,9,1,1,1,5,2,5,21318
32,5,9,5,8,1,5,2,40,44501
37,5,9,5,8,1,5,2,40,20653
51,5,14,5,5,1,5,2,60,107492
22,5,10,5,13,2,5,1,42,26936
33,5,2,5,10,2,5,1,40,29046
42,5,9,5,8,2,5,2,55,33839
19,1,10,1,1,4,5,1,10,33578
51,3,1,3,9,1,5,2,40,22252
23,5,9,5,2,6,5,1,40,39622
37,5,7,5,8,1,5,2,44,160986
37,5,9,5,4,1,5,2,99,87973
47,5,14,5,11,2,5,1,25,38846
41,5,15,5,11,1,5,2,40,141436
33,5,9,5,4,1,5,2,30,36607
31,5,13,5,13,2,5,2,40,164523
31,5,12,5,9,5,1,1,40,43151
35,5,9,5,8,1,3,2,40,46182
38,6,9,6,5,1,5,2,40,151404
18,5,9,5,9,2,5,1,45,39239
20,5,9,5,8,1,5,2,40,21919
54,3,10,3,5,5,3,1,35,36013
40,5,10,5,2,5,5,1,40,49835
36,6,13,6,5,6,5,1,45,156419
43,5,10,5,4,5,5,2,35,42167
44,7,10,7,6,5,5,2,40,29898
44,8,9,8,11,6,5,1,40,103214
43,5,14,5,5,1,5,2,43,64600
51,5,4,5,9,5,3,1,40,32792
18,5,9,5,9,4,5,1,20,39561
51,5,10,5,5,1,5,2,40,26916
41,5,6,5,4,1,5,2,30,34964
44,6,10,6,13,1,5,2,70,156868
33,3,6,3,15,2,5,2,40,47736
33,7,13,7,5,1,5,2,40,125357
42,5,12,5,5,1,5,2,40,98512
25,5,10,5,11,1,5,2,45,40764
32,5,9,5,8,2,5,1,38,37245
32,5,13,5,4,1,5,2,70,41216
36,5,6,5,5,5,5,1,40,42180
28,5,9,5,15,1,5,2,40,23502
20,5,9,5,9,4,5,1,20,23819
35,6,10,6,13,1,5,2,60,113140
55,7,9,7,4,1,5,2,20,22475
48,5,13,5,5,1,2,2,40,182519
36,1,11,1,1,2,5,1,20,24419
34,5,9,5,4,1,5,2,35,95496
28,5,13,5,14,2,5,1,35,49478
67,5,13,5,5,2,5,2,40,144340
37,5,9,5,4,1,5,2,40,44999
44,5,9,5,15,5,5,2,70,22113
25,5,10,5,13,2,5,1,40,24125
21,5,10,5,5,2,5,1,40,49423
40,8,14,8,11,1,5,2,35,189501
78,5,9,5,9,2,3,1,40,23006
34,5,9,5,7,4,5,2,40,21466
49,5,9,5,2,2,5,1,44,49361
22,5,12,5,2,2,5,1,40,31869
23,1,9,1,1,5,3,1,40,45205
60,7,9,7,6,5,5,2,42,37900
45,3,9,3,12,2,5,2,40,99691
63,5,11,5,9,2,5,1,20,41678
41,5,9,5,4,4,3,1,35,32699
47,5,9,5,2,5,5,1,40,49058
44,5,9,5,4,5,5,2,40,24320
51,5,10,5,11,2,5,1,40,32209
46,5,13,5,13,2,5,2,40,21141
41,5,11,5,8,1,5,2,40,41847
50,7,9,7,4,1,5,2,30,42302
47,5,9,5,2,1,5,2,50,110937
35,5,9,5,5,2,5,2,45,30697
56,5,9,5,5,1,5,2,55,87182
45,5,14,5,11,2,5,2,45,42357
48,2,13,2,5,5,5,2,58,136917
40,5,10,5,8,1,5,2,40,36409
39,6,13,6,5,1,5,2,50,118555
20,5,10,5,9,4,5,2,40,32763
50,5,16,5,11,1,5,2,65,175832
38,8,9,8,11,6,5,1,40,77721
23,3,13,3,11,4,5,1,60,35403
31,5,9,5,9,4,5,2,16,23010
58,5,13,5,2,1,5,2,40,42450
66,5,9,5,8,2,3,2,40,39843
39,6,9,6,5,1,5,2,40,196529
54,7,9,7,4,1,5,2,52,148767
26,5,10,5,13,1,5,2,50,33854
51,5,9,5,8,2,5,1,40,22939
34,5,11,5,15,4,5,2,40,34066
50,5,9,5,8,1,5,2,40,161534
42,5,10,5,11,1,5,2,44,128354
38,5,14,5,11,1,5,2,25,25179
48,5,4,5,7,1,5,2,40,37092
33,5,11,5,14,6,5,1,40,165154
51,5,9,5,9,5,5,1,32,46185
22,5,9,5,4,2,5,2,40,23549
19,1,9,1,1,4,5,2,30,32082
41,5,10,5,4,2,5,2,50,30968
48,3,14,3,11,1,5,2,35,57951
42,5,9,5,13,2,5,1,30,48089
34,5,10,5,9,1,5,2,40,44842
23,5,9,5,8,5,3,1,40,46081
56,5,9,5,9,1,5,2,50,31817
30,5,13,5,11,2,3,2,45,38319
45,5,9,5,5,1,5,2,55,146240
48,5,6,5,2,6,5,1,40,24815
48,6,14,6,13,2,2,2,50,48954
31,5,11,5,2,2,5,1,40,23078
20,8,12,8,9,4,5,2,20,30600
27,5,10,5,13,2,5,2,40,29342
32,5,9,5,9,2,3,1,40,34770
76,1,4,1,1,2,5,2,2,32410
19,1,9,1,1,5,5,2,40,23515
66,6,5,6,5,1,5,2,1,33007
37,5,9,5,9,2,5,2,75,33995
34,5,9,5,10,5,3,1,30,49491
34,1,7,1,1,6,5,1,8,40398
90,5,9,5,9,2,5,1,40,24955
23,5,10,5,8,4,3,1,40,41289
43,5,10,5,2,2,5,1,40,30652
44,5,13,5,5,1,5,2,60,99234
24,5,10,5,14,2,5,1,37,46690
28,5,15,5,11,5,5,2,55,25818
64,1,12,1,1,2,5,1,20,46515
23,5,10,5,9,1,5,2,40,32935
20,5,10,5,13,2,5,1,50,42650
36,5,13,5,11,1,5,2,50,80267
61,5,9,5,8,1,5,2,40,40885
53,7,13,7,13,1,5,2,40,95841
30,5,13,5,2,1,5,2,40,136686
52,7,10,7,13,1,5,2,55,158318
38,5,10,5,4,2,5,2,40,35462
32,5,13,5,13,1,5,2,40,37595
30,7,8,7,15,1,5,2,75,45292
41,5,11,5,4,2,5,1,40,22711
49,3,14,3,11,1,5,2,40,128279
45,5,9,5,4,1,5,2,47,65111
43,7,9,7,5,1,5,2,35,36651
61,5,9,5,8,1,5,2,40,29853
54,5,9,5,9,1,5,2,32,32938
34,5,12,5,9,5,5,1,40,41314
49,5,10,5,13,1,5,2,80,110849
38,5,10,5,9,4,5,2,40,27812
35,5,15,5,11,1,5,2,80,190032
36,5,8,5,15,1,5,2,40,28419
30,5,13,5,5,1,5,2,50,33556
36,5,12,5,14,2,5,1,60,24773
22,3,13,3,11,4,5,1,20,45195
38,5,9,5,4,1,5,2,40,144719
37,5,9,5,4,1,5,2,50,184893
48,8,16,8,11,6,5,1,46,146871
17,5,7,5,2,4,5,2,15,49814
19,7,10,7,4,4,5,2,20,45135
27,5,13,5,13,2,3,1,40,43079
22,5,13,5,13,4,2,2,50,38905
49,5,9,5,4,1,5,2,40,43904
43,8,11,8,11,6,5,1,40,149947
43,5,13,5,11,5,5,1,40,34331
19,3,9,3,5,2,5,1,35,42351
58,7,9,7,6,1,5,2,60,29020
41,3,10,3,12,1,5,2,40,135108
31,5,10,5,2,1,5,2,40,37891
30,5,11,5,15,1,5,2,40,34674
32,5,9,5,12,1,5,2,40,29063
29,5,13,5,5,2,5,2,35,21328
42,5,10,5,5,1,5,2,52,132987
38,5,9,5,4,4,5,2,28,45243
41,2,12,2,11,1,5,2,40,194092
44,7,13,7,13,2,5,2,50,65326
31,5,16,5,11,2,2,2,60,25411
34,5,9,5,4,2,5,2,40,49379
21,5,10,5,2,4,5,2,40,42164
22,7,13,7,11,4,2,2,20,49776
62,5,6,5,8,1,5,2,40,26540
19,1,9,1,1,4,5,1,40,39951
29,6,9,6,13,6,5,1,25,130428
43,5,10,5,11,5,5,1,40,33764
68,1,4,1,1,1,5,2,8,46325
45,6,13,6,8,1,5,2,60,74209
39,6,5,6,5,1,5,2,40,30630
41,5,13,5,5,1,3,2,50,33020
34,7,12,7,11,6,5,1,25,136950
34,3,9,3,2,5,5,1,33,26460
31,5,13,5,11,2,5,2,47,41648
29,5,9,5,7,4,5,2,25,37653
41,5,13,5,4,1,5,2,40,53654
41,5,11,5,15,1,5,2,55,23934
35,6,14,6,13,1,5,2,45,141622
33,5,13,5,13,6,5,1,45,184163
37,8,13,8,2,2,5,2,38,33738
69,5,9,5,13,6,5,1,40,39133
34,5,9,5,7,4,5,1,40,35996
60,6,11,6,8,1,5,2,70,197268
36,5,10,5,4,1,5,2,40,22937
41,5,9,5,15,1,5,2,50,33094
58,3,13,3,11,6,5,1,40,191061
53,5,13,5,11,1,2,2,40,30868
29,5,10,5,14,1,5,2,40,40355
45,2,9,2,14,2,5,1,40,38053
34,8,10,8,5,1,5,2,38,36540
36,5,13,5,14,1,5,2,40,46758
48,5,10,5,9,5,3,1,35,30874
20,5,11,5,2,4,5,1,40,23507
35,5,9,5,15,1,5,2,50,157755
63,2,9,2,7,2,3,2,40,33869
41,7,10,7,9,5,5,2,45,26829
28,5,13,5,11,1,5,2,45,33820
30,5,10,5,8,2,3,1,40,29592
34,1,9,1,1,2,5,1,40,38248
31,5,9,5,9,5,5,1,40,36757
37,5,11,5,2,4,5,1,38,32617
42,1,10,1,1,5,5,2,40,29925
31,5,10,5,5,1,5,2,50,196662
46,7,14,7,5,1,5,2,45,50313
35,2,9,2,2,1,3,2,60,54632
27,5,9,5,4,1,5,2,53,45027
41,5,2,5,4,1,5,2,35,30836
19,5,10,5,9,4,5,1,20,30021
20,5,10,5,13,2,5,2,45,21736
59,2,9,2,13,5,5,1,40,36057
40,5,13,5,9,2,5,2,37,22986
56,7,10,7,13,1,5,2,60,28415
33,5,14,5,11,1,5,2,44,105222
30,6,10,6,5,2,5,1,60,32344
46,5,9,5,8,1,5,2,50,38739
61,6,9,6,5,1,5,2,35,103950
50,6,9,6,5,1,5,2,40,138952
25,5,9,5,9,4,5,2,30,36520
40,5,10,5,2,5,5,1,39,40041
24,1,10,1,1,2,5,2,40,30742
51,5,9,5,4,1,5,2,54,34164
43,8,9,8,12,1,5,2,40,40958
34,5,10,5,6,1,5,2,54,47451
46,5,9,5,5,1,5,2,45,162381
28,8,14,8,11,6,5,1,50,155940
26,5,13,5,15,5,2,2,40,39516
20,5,9,5,7,4,5,2,28,20679
44,5,11,5,4,1,5,2,40,42789
51,5,9,5,15,5,5,2,40,33588
33,5,13,5,13,1,5,2,60,106054
54,5,12,5,14,1,5,2,40,51997
50,5,13,5,11,6,5,1,40,189579
33,5,9,5,2,2,3,1,40,33841
65,5,13,5,2,1,5,2,20,112320
22,1,10,1,1,4,5,1,8,26892
88,7,15,7,11,1,5,2,40,33244
40,5,9,5,15,2,5,2,40,40650
51,5,9,5,2,2,5,1,43,27134
50,5,7,5,9,2,3,1,40,42452
25,5,14,5,6,2,5,2,99,109710
20,5,11,5,9,2,5,2,30,27763
47,5,9,5,9,1,5,2,40,38951
58,1,10,1,1,1,5,2,40,54183
22,5,11,5,2,4,5,1,30,29505
50,8,9,8,11,1,5,2,48,116956
47,5,9,5,2,5,5,1,40,31248
24,3,7,3,9,2,2,2,45,40303
50,1,9,1,1,1,5,2,40,68739
40,5,13,5,5,2,5,1,45,128866
36,5,13,5,11,1,5,2,40,47628
32,5,9,5,2,1,5,2,40,35368
44,5,9,5,4,1,5,2,40,49483
51,1,14,1,1,1,5,2,40,29070
59,2,10,2,5,4,3,1,40,20600
65,5,9,5,4,1,5,2,30,30388
24,8,13,8,2,2,5,1,65,26232
27,3,13,3,11,4,5,2,35,28631
51,5,11,5,9,2,5,2,40,49270
48,5,10,5,4,1,5,2,40,71960
39,5,9,5,15,1,5,2,60,32933
28,5,13,5,14,1,5,2,40,37523
19,5,10,5,9,4,5,1,25,21617
49,3,13,3,11,2,3,1,40,48133
51,3,12,3,11,1,5,2,60,42596
59,5,14,5,11,1,5,2,55,21417
18,5,9,5,8,4,5,1,40,48999
50,5,9,5,4,1,5,2,40,24364
45,2,9,2,2,1,3,2,80,160811
30,3,13,3,11,1,5,2,50,83746
37,5,13,5,4,2,5,2,35,39475
44,5,13,5,9,2,5,2,40,131726
33,5,10,5,4,1,3,2,40,22948
61,6,14,6,13,1,5,2,40,100499
61,3,9,3,12,1,5,2,40,45050
38,5,13,5,13,1,5,2,42,185517
22,1,10,1,1,4,5,2,30,27144
36,5,9,5,8,1,5,2,45,39359
44,6,10,6,13,1,5,2,60,181080
37,5,10,5,2,4,5,2,62,21917
31,5,10,5,4,5,5,1,20,27511
54,5,16,5,11,1,5,2,45,167168
20,5,10,5,9,4,5,2,16,20759
63,1,13,1,1,2,5,1,40,71150
48,7,10,7,4,1,1,2,40,121759
33,1,9,1,1,2,2,1,41,21683
31,5,13,5,5,2,5,2,45,41854
38,5,15,5,11,1,5,2,40,70602
45,7,9,7,4,1,5,2,40,93580
48,5,9,5,4,1,5,2,40,37954
53,5,10,5,4,1,5,2,40,41228
55,5,9,5,2,4,5,1,40,44470
38,5,14,5,15,1,5,2,72,104159
29,5,9,5,2,2,5,1,40,30599
36,5,13,5,11,1,5,2,60,127639
42,7,10,7,6,1,5,2,60,39598
50,5,9,5,2,5,5,1,40,46149
75,7,15,7,11,1,5,2,35,41395
46,5,13,5,11,1,5,2,40,150093
52,2,9,2,2,5,5,1,40,36357
27,5,13,5,2,2,5,1,40,48035
43,5,9,5,4,1,5,2,45,35931
31,5,7,5,9,2,3,1,42,33466
23,5,10,5,13,2,5,1,30,37526
34,5,9,5,13,2,5,1,24,23028
41,7,9,7,13,3,5,1,40,23246
31,5,9,5,9,4,5,1,30,49856
42,5,10,5,2,4,5,1,40,21159
35,5,14,5,11,2,5,2,45,90808
55,5,9,5,2,2,5,1,25,29075
36,8,9,8,5,2,5,1,40,49284
65,7,9,7,5,1,5,2,59,143406
38,3,10,3,9,2,5,2,12,21741
62,5,10,5,9,2,5,1,20,27256
54,6,15,6,11,1,5,2,60,181055
49,5,9,5,2,2,5,2,40,38631
34,5,9,5,2,6,5,1,40,46657
32,5,9,5,7,4,5,1,40,34266
51,6,14,6,5,1,5,2,50,160637
48,7,10,7,5,1,5,2,60,22247
30,5,9,5,2,1,5,2,40,25782
52,2,9,2,2,2,5,1,43,49133
28,7,10,7,15,2,5,2,40,29543
29,5,9,5,4,1,2,2,40,30935
38,5,13,5,2,2,5,1,50,20702
57,5,9,5,13,1,5,2,50,141752
43,2,13,2,11,1,5,2,40,67347
37,8,10,8,2,2,5,2,40,25378
30,5,9,5,4,1,5,2,40,40750
53,5,9,5,15,1,5,2,48,52640
69,1,11,1,1,2,5,1,1,46002
73,5,9,5,9,2,5,1,37,31585
22,6,10,6,4,4,5,2,35,32303
31,5,9,5,13,2,5,1,45,30470
38,5,13,5,11,1,5,2,40,199828
50,7,10,7,4,1,5,2,35,35627
37,5,10,5,2,1,5,2,37,32496
44,3,13,3,12,2,5,2,40,25602
47,5,13,5,5,5,3,1,45,46190
27,5,10,5,9,1,5,2,40,26897
28,5,12,5,9,2,5,1,80,47850
25,5,9,5,14,2,3,1,40,24294
20,5,10,5,9,5,5,1,40,22202
51,3,13,3,2,1,5,2,40,89681
46,5,13,5,13,1,5,2,40,149344
67,5,13,5,12,1,5,2,7,110651
47,5,9,5,15,1,5,2,35,34695
42,5,9,5,13,1,5,2,40,36436
52,5,9,5,13,2,5,2,50,48584
42,2,12,2,11,5,2,1,40,179596
65,1,9,1,1,1,5,2,40,94447
21,5,10,5,6,4,3,2,10,49843
50,5,9,5,2,6,5,1,40,169657
46,5,10,5,15,1,5,2,40,39825
47,7,13,7,13,1,5,2,50,106846
57,5,6,5,9,1,5,2,40,22467
37,5,13,5,5,2,5,2,45,28501
50,5,9,5,4,1,5,2,40,34923
58,1,8,1,1,1,5,2,40,38655
63,7,2,7,9,5,5,1,30,27988
39,5,9,5,15,1,5,2,65,48221
46,5,14,5,11,1,3,2,35,38697
36,5,9,5,7,1,5,2,40,28480
26,5,3,5,4,1,5,2,50,32300
21,5,10,5,9,2,5,2,57,35945
41,5,12,5,14,1,5,2,40,25877
44,3,10,3,9,4,3,2,40,33405
22,5,9,5,4,1,5,2,40,34073
29,2,10,2,3,2,3,2,60,35180
29,5,9,5,9,5,3,1,40,28930
58,6,10,6,15,6,5,1,40,148865
36,7,15,7,11,1,5,2,50,24713
30,5,11,5,5,1,5,2,48,24817
37,5,13,5,8,1,5,2,43,60950
29,5,11,5,8,2,5,2,40,42991
26,5,3,5,2,4,5,1,40,47466
43,5,9,5,13,1,5,2,45,27715
49,5,9,5,4,6,5,1,40,55566
45,2,13,2,5,1,5,2,40,42016
28,5,13,5,11,2,5,1,40,43994
20,1,10,1,1,2,5,1,25,47158
51,5,9,5,2,5,5,1,40,26060
32,5,10,5,7,1,5,2,50,114218
24,5,9,5,8,4,5,1,40,23698
35,5,16,5,11,1,5,2,40,83511
35,1,12,1,1,2,5,2,55,20123
41,8,13,8,11,1,5,2,40,182094
48,5,13,5,4,1,5,2,45,75297
61,3,9,3,2,5,5,1,35,42544
20,5,10,5,2,4,5,2,30,44846
27,5,9,5,13,2,5,2,50,63019
55,5,10,5,15,1,5,2,24,199503
39,5,9,5,2,1,5,2,40,88064
17,1,6,1,1,4,5,2,20,37545
